product_id,product_name,category,price,stock_quantity,supplier,rating,description
2796,Tablet Mini 833,Gadgets,81138.92,1808,SmartMart,3.0,High quality
2797,Headphones X 252,Accessories,14862.78,1883,GadgetZone,1.6,Best seller
2798,SSD Prime 346,Gadgets,80807.78,1643,TechWorld,3.7,Compact and powerful
2799,Smartwatch Pro 440,Gadgets,81291.81,1378,TechWorld,2.6,Compact and powerful
2800,Charger S 388,Electronics,53491.83,399,TechieStore,4.4,Best seller
2801,Smartwatch Pro 753,Accessories,72167.01,1364,SmartMart,3.4,Value for money
2802,Phone Mini 329,Electronics,26434.65,372,TechieStore,3.6,High quality
2803,Laptop Max 745,Computers,20763.83,1660,GadgetZone,3.9,Value for money
2804,Smartwatch Neo 225,Gadgets,42649.31,1467,GadgetZone,3.9,Long battery life
2805,Router Mini 440,Gadgets,59499.19,1990,SmartMart,1.5,Compact and powerful
2806,SSD Pro 126,Networking,78210.27,1666,TechieStore,2.3,High quality
2807,Printer Neo 632,Storage,56713.16,400,ElectroHub,2.5,Ergonomic design
2808,SSD Ultra 468,Accessories,25448.03,1200,SmartMart,2.0,Value for money
2809,Charger Ultra 377,Gadgets,47985.25,816,SmartMart,4.6,Best seller
2810,Headphones S 986,Electronics,6382.21,1225,PrimeSupplies,1.1,Limited edition
2811,Headphones Pro 337,Networking,3708.16,1289,SmartMart,1.4,Limited edition
2812,SSD Neo 547,Gadgets,75193.64,1991,SmartMart,3.2,Latest model
2813,Headphones Plus 548,Storage,77677.82,1486,ElectroHub,3.9,Long battery life
2814,Keyboard Pro 539,Gadgets,52070.98,306,TechieStore,1.1,Value for money
2815,SSD Neo 673,Accessories,67622.59,766,TechWorld,3.9,High quality
2816,Smartwatch X 840,Electronics,50669.94,776,PrimeSupplies,3.5,Ergonomic design
2817,SSD Pro 673,Networking,54588.25,876,TechWorld,3.4,Long battery life
2818,Router Ultra 913,Networking,15804.1,43,ElectroHub,4.1,Compact and powerful
2819,Mouse Neo 702,Electronics,82689.88,59,TechieStore,4.1,Ergonomic design
2820,Charger Ultra 162,Storage,88593.45,1875,SmartMart,2.7,Best seller
2821,Charger Plus 663,Audio,19405.02,1146,ElectroHub,2.2,Latest model
2822,Laptop Neo 101,Gadgets,76558.14,1445,TechieStore,3.6,Best seller
2823,Router Prime 659,Audio,69544.29,277,ElectroHub,3.7,Value for money
2824,Phone Pro 996,Accessories,97297.38,503,PrimeSupplies,4.1,Latest model
2825,Charger Max 180,Computers,98841.95,606,PrimeSupplies,4.7,Compact and powerful
2826,Monitor Pro 275,Gadgets,41595.23,1838,SmartMart,4.4,Long battery life
2827,SSD Ultra 353,Networking,31936.5,1191,TechieStore,2.8,Value for money
2828,Camera Plus 950,Audio,84497.52,290,PrimeSupplies,3.9,Compact and powerful
2829,Speaker Air 514,Computers,54159.38,1720,ElectroHub,3.5,Ergonomic design
2830,SSD Mini 560,Computers,4462.81,624,ElectroHub,1.8,Long battery life
2831,Router Mini 730,Networking,8149.41,1794,TechWorld,1.3,Long battery life
2832,Smartwatch S 516,Accessories,21105.49,1588,TechieStore,2.3,Long battery life
2833,Phone Max 922,Computers,78698.9,1627,TechieStore,1.8,Compact and powerful
2834,Laptop Air 131,Networking,6983.52,1052,PrimeSupplies,4.5,High quality
2835,Speaker Pro 498,Audio,83744.25,1060,PrimeSupplies,3.5,Best seller
2836,Camera Air 488,Accessories,31133.24,1920,PrimeSupplies,3.4,Latest model
2837,Printer Ultra 252,Computers,63121.59,849,TechieStore,3.4,Value for money
2838,Speaker Max 110,Computers,99224.21,1724,ElectroHub,2.2,Value for money
2839,Monitor Ultra 763,Electronics,88883.26,455,ElectroHub,4.7,High quality
2840,Charger Air 963,Networking,64824.89,1731,ElectroHub,5.0,Compact and powerful
2841,Phone Prime 624,Electronics,34659.12,560,PrimeSupplies,2.5,Limited edition
2842,Smartwatch Ultra 956,Accessories,79298.33,69,SmartMart,3.2,Limited edition
2843,Laptop S 355,Gadgets,35250.4,1283,TechieStore,3.5,High quality
2844,Phone Mini 719,Gadgets,73669.51,1452,SmartMart,3.4,Ergonomic design
2845,Headphones Neo 266,Electronics,59349.07,918,GadgetZone,3.0,Long battery life
2846,Keyboard Plus 149,Networking,2206.85,485,SmartMart,1.3,High quality
2847,Camera Plus 334,Networking,48136.6,192,SmartMart,1.5,Compact and powerful
2848,Charger Plus 564,Electronics,16248.56,1189,ElectroHub,2.7,Best seller
2849,SSD X 611,Computers,14747.9,143,TechWorld,3.2,Compact and powerful
2850,Monitor Prime 807,Networking,55156.85,241,SmartMart,4.9,Latest model
2851,SSD Neo 901,Accessories,31216.14,642,ElectroHub,4.0,High quality
2852,Mouse Mini 958,Networking,98992.71,779,SmartMart,3.5,Ergonomic design
2853,Headphones S 542,Computers,91434.16,625,PrimeSupplies,2.8,Best seller
2854,Smartwatch Ultra 312,Networking,67887.48,910,TechWorld,1.8,Value for money
2855,Router Air 966,Accessories,40352.44,137,TechieStore,2.8,Compact and powerful
2856,Camera S 831,Networking,53958.46,1818,PrimeSupplies,3.5,Value for money
2857,Printer Neo 215,Computers,69577.13,935,GadgetZone,1.1,Best seller
2858,Tablet Neo 452,Computers,94726.04,1721,TechWorld,1.5,Best seller
2859,Monitor Neo 964,Storage,58409.81,1361,TechWorld,1.1,Value for money
2860,Keyboard Pro 825,Audio,21321.19,678,PrimeSupplies,2.4,Value for money
2861,SSD S 939,Audio,74102.82,1096,ElectroHub,3.7,Limited edition
2862,Smartwatch Plus 292,Storage,68852.02,1061,SmartMart,1.3,Latest model
2863,Printer Prime 903,Electronics,65768.04,400,GadgetZone,3.7,Limited edition
2864,Tablet Pro 426,Storage,84848.74,240,TechWorld,2.7,Compact and powerful
2865,Mouse Plus 921,Computers,56926.87,358,PrimeSupplies,1.1,Limited edition
2866,Monitor X 608,Computers,75328.42,1880,TechieStore,2.1,Latest model
2867,Mouse Max 622,Storage,58865.81,1503,SmartMart,5.0,Ergonomic design
2868,SSD Ultra 920,Accessories,45572.38,1183,ElectroHub,4.1,Latest model
2869,Phone Mini 174,Networking,36627.03,623,TechWorld,2.1,Ergonomic design
2870,Camera Pro 470,Storage,38261.3,609,PrimeSupplies,4.8,Best seller
2871,Printer Ultra 322,Storage,69606.97,846,PrimeSupplies,2.3,Compact and powerful
2872,Printer Neo 246,Storage,24533.56,508,SmartMart,2.7,High quality
2873,Laptop X 957,Accessories,86940.9,1750,TechieStore,2.0,Latest model
2874,Printer Prime 554,Accessories,79996.86,1644,SmartMart,4.0,Value for money
2875,Laptop Prime 428,Computers,88079.15,1810,ElectroHub,3.9,Limited edition
2876,Router Mini 235,Accessories,30301.41,1132,TechWorld,4.1,Compact and powerful
2877,Keyboard Prime 639,Gadgets,94145.38,1290,PrimeSupplies,4.8,Best seller
2878,Headphones Mini 153,Audio,54366.68,790,TechWorld,2.2,Limited edition
2879,Phone S 770,Gadgets,25633.26,637,ElectroHub,5.0,Limited edition
2880,Smartwatch Ultra 883,Computers,53780.77,41,TechWorld,4.5,Value for money
2881,Keyboard Neo 913,Audio,76557.27,72,PrimeSupplies,2.2,Long battery life
2882,Camera Prime 677,Storage,95151.41,1025,ElectroHub,1.7,High quality
2883,Charger X 509,Accessories,9424.82,1654,PrimeSupplies,4.5,Ergonomic design
2884,Router Ultra 540,Computers,18505.16,1562,TechieStore,1.3,Ergonomic design
2885,Speaker Neo 534,Storage,41294.67,1032,TechWorld,2.2,Latest model
2886,Smartwatch X 850,Gadgets,71078.93,734,GadgetZone,2.4,Compact and powerful
2887,Keyboard Neo 436,Networking,27348.07,1384,TechieStore,1.1,Value for money
2888,Speaker Pro 929,Storage,32849.6,1756,TechieStore,4.1,Best seller
2889,Printer Air 698,Gadgets,1827.83,230,SmartMart,3.8,Compact and powerful
2890,Printer Neo 205,Accessories,31358.79,693,ElectroHub,2.1,High quality
2891,Keyboard S 841,Storage,29476.2,740,GadgetZone,4.4,Ergonomic design
2892,Keyboard Prime 460,Accessories,77704.38,1128,TechieStore,1.8,Limited edition
2893,Speaker Prime 568,Gadgets,90317.84,23,ElectroHub,3.2,Best seller
2894,Smartwatch Mini 896,Gadgets,2559.96,742,SmartMart,4.1,Latest model
2895,Printer S 225,Networking,5258.61,529,PrimeSupplies,2.0,Ergonomic design
2896,Camera Pro 642,Networking,90528.13,988,GadgetZone,2.9,High quality
2897,Headphones X 325,Storage,56570.12,1214,TechWorld,3.4,Value for money
2898,Mouse Air 238,Gadgets,20197.49,803,TechWorld,1.8,Value for money
2899,Router Pro 681,Electronics,80389.33,1994,TechieStore,1.3,Latest model
2900,Keyboard Mini 785,Computers,60475.06,1714,SmartMart,1.0,Best seller
2901,Headphones Plus 427,Computers,18760.23,807,ElectroHub,4.4,Compact and powerful
2902,SSD Mini 560,Audio,30265.39,1892,PrimeSupplies,1.0,Long battery life
2903,Keyboard Max 306,Electronics,5588.19,1898,GadgetZone,2.8,Best seller
2904,SSD S 601,Accessories,70569.33,118,TechieStore,5.0,Long battery life
2905,Laptop Ultra 146,Audio,83355.04,938,PrimeSupplies,4.9,Compact and powerful
2906,SSD Prime 979,Gadgets,235.04,1419,ElectroHub,3.2,High quality
2907,Router Neo 285,Networking,48877.6,353,ElectroHub,2.9,Best seller
2908,Headphones Mini 819,Storage,96084.78,1885,SmartMart,1.6,High quality
2909,Charger Prime 846,Computers,27672.83,566,PrimeSupplies,4.9,Compact and powerful
2910,Phone Mini 838,Storage,21082.75,967,TechieStore,4.8,High quality
2911,Tablet Max 650,Computers,802.64,648,ElectroHub,3.7,Compact and powerful
2912,Printer S 922,Audio,86607.46,357,PrimeSupplies,2.5,Ergonomic design
2913,Camera Ultra 194,Gadgets,36488.39,799,SmartMart,2.4,Compact and powerful
2914,SSD Mini 491,Audio,96328.04,1532,TechieStore,3.7,Long battery life
2915,Printer Pro 774,Gadgets,2127.79,253,TechWorld,5.0,High quality
2916,Tablet Ultra 650,Electronics,77318.7,1771,TechWorld,1.1,High quality
2917,Speaker Neo 466,Audio,11534.38,992,GadgetZone,3.8,Limited edition
2918,Phone Pro 352,Accessories,96495.98,132,TechieStore,3.2,Value for money
2919,Mouse Prime 715,Audio,19884.11,1480,TechieStore,2.0,Latest model
2920,Tablet S 577,Networking,39531.11,428,TechieStore,4.4,Value for money
2921,Keyboard Ultra 940,Audio,9711.87,1385,GadgetZone,3.4,Latest model
2922,Keyboard S 581,Gadgets,74821.8,1250,SmartMart,1.4,Long battery life
2923,Printer X 524,Electronics,6254.15,1153,ElectroHub,1.4,Limited edition
2924,Router Neo 811,Computers,18880.44,569,TechieStore,2.1,Long battery life
2925,SSD Prime 972,Storage,2421.17,1351,ElectroHub,3.9,Compact and powerful
2926,Printer Prime 246,Storage,16057.37,583,TechWorld,3.2,High quality
2927,Laptop Max 567,Gadgets,39344.07,450,ElectroHub,1.8,Best seller
2928,Tablet S 342,Accessories,8906.37,638,SmartMart,3.5,High quality
2929,Keyboard Max 861,Gadgets,6600.64,515,TechWorld,2.8,Ergonomic design
2930,Mouse Air 768,Audio,32550.99,1236,SmartMart,2.0,Limited edition
2931,Charger Air 720,Audio,69879.85,328,TechWorld,2.0,Limited edition
2932,Headphones Max 835,Computers,57208.58,1825,ElectroHub,1.5,Best seller
2933,Camera Mini 199,Gadgets,78187.74,303,PrimeSupplies,2.3,Limited edition
2934,Phone Neo 584,Audio,66991.15,1353,TechWorld,4.5,Best seller
2935,Mouse Pro 877,Gadgets,80343.2,168,SmartMart,3.0,Value for money
2936,Monitor Prime 581,Computers,98859.36,1804,ElectroHub,2.7,High quality
2937,Router Neo 832,Networking,37604.17,1172,ElectroHub,2.9,Value for money
2938,SSD Mini 350,Electronics,65503.63,1717,PrimeSupplies,3.3,Latest model
2939,Laptop Neo 867,Gadgets,61447.97,150,TechWorld,1.0,Limited edition
2940,Speaker Prime 598,Computers,7151.73,356,TechieStore,2.2,Compact and powerful
2941,SSD Ultra 800,Computers,68181.6,1436,PrimeSupplies,3.9,Latest model
2942,Mouse Plus 231,Storage,22012.64,151,TechWorld,2.3,Compact and powerful
2943,Laptop X 422,Storage,23909.38,290,GadgetZone,3.4,High quality
2944,Charger X 856,Gadgets,33885.85,1159,ElectroHub,1.7,Best seller
2945,Tablet Max 810,Networking,41341.21,260,SmartMart,3.1,Best seller
2946,Tablet Ultra 909,Electronics,16841.53,538,ElectroHub,4.0,Compact and powerful
2947,Mouse S 474,Electronics,26672.26,154,TechWorld,5.0,Latest model
2948,Router Max 802,Electronics,65889.95,202,TechWorld,2.7,High quality
2949,Keyboard Plus 995,Networking,67179.59,583,PrimeSupplies,2.9,Ergonomic design
2950,Phone S 416,Electronics,94942.1,1501,TechieStore,2.8,Best seller
2951,Laptop Pro 568,Electronics,73498.43,1650,ElectroHub,4.3,Value for money
2952,Monitor Mini 199,Storage,63606.27,1062,GadgetZone,3.7,Latest model
2953,Router Plus 571,Gadgets,41569.17,517,PrimeSupplies,3.5,Long battery life
2954,Headphones Ultra 854,Networking,80816.19,1011,SmartMart,1.4,Value for money
2955,Keyboard Air 842,Accessories,77122.64,1100,ElectroHub,1.6,Latest model
2956,Speaker S 805,Audio,20212.79,170,ElectroHub,2.2,Ergonomic design
2957,Laptop Pro 704,Computers,64375.32,672,PrimeSupplies,2.6,Latest model
2958,Camera S 113,Accessories,39422.38,664,TechWorld,1.2,Best seller
2959,Speaker S 422,Storage,54702.59,876,TechWorld,2.0,Long battery life
2960,Tablet X 489,Storage,41512.17,880,TechWorld,3.9,Latest model
2961,Mouse S 948,Gadgets,61454.71,1097,SmartMart,1.1,Long battery life
2962,Laptop Max 730,Accessories,66270.04,494,TechieStore,4.4,Compact and powerful
2963,Keyboard Prime 410,Computers,11563.18,362,TechWorld,4.9,Value for money
2964,Router X 924,Electronics,59893.63,590,GadgetZone,3.6,Latest model
2965,Charger Pro 238,Accessories,41211.61,1276,GadgetZone,4.7,High quality
2966,Headphones S 297,Electronics,70231.88,80,GadgetZone,1.7,Value for money
2967,Phone Prime 437,Electronics,99745.37,58,PrimeSupplies,3.3,Best seller
2968,Mouse Prime 931,Accessories,84507.65,1539,TechieStore,2.3,High quality
2969,Laptop Pro 728,Audio,54085.61,1391,ElectroHub,3.9,Ergonomic design
2970,Monitor Air 940,Gadgets,19316.89,1004,TechieStore,2.0,Compact and powerful
2971,Smartwatch Pro 457,Audio,91790.44,321,ElectroHub,2.9,Latest model
2972,Monitor X 363,Audio,15643.48,1256,SmartMart,4.3,Latest model
2973,Phone Pro 478,Computers,87615.93,933,SmartMart,2.8,High quality
2974,Camera Neo 402,Electronics,30471.48,530,SmartMart,3.9,High quality
2975,Smartwatch X 185,Audio,15505.18,1643,SmartMart,2.9,Best seller
2976,Laptop Pro 198,Electronics,96952.85,31,TechWorld,4.7,Limited edition
2977,SSD S 215,Gadgets,79543.52,1477,ElectroHub,4.9,Limited edition
2978,SSD Mini 981,Networking,98424.83,1987,GadgetZone,1.4,Compact and powerful
2979,Tablet Max 959,Audio,30954.62,1969,SmartMart,3.7,Ergonomic design
2980,SSD Prime 630,Gadgets,20381.57,914,PrimeSupplies,3.8,Limited edition
2981,Monitor Ultra 299,Networking,5205.62,1371,ElectroHub,3.5,High quality
2982,Smartwatch Pro 171,Gadgets,33905.1,1604,SmartMart,5.0,High quality
2983,Charger Air 613,Storage,50608.61,448,TechWorld,1.3,High quality
2984,Mouse Air 486,Computers,84005.1,157,ElectroHub,2.0,High quality
2985,Charger Pro 996,Audio,67005.02,1103,GadgetZone,1.4,Limited edition
2986,Keyboard Neo 319,Electronics,62804.77,1430,ElectroHub,1.4,Long battery life
2987,SSD Prime 404,Networking,4060.47,1080,PrimeSupplies,4.9,Compact and powerful
2988,Mouse Mini 490,Electronics,9108.54,1614,TechieStore,2.7,Limited edition
2989,Smartwatch Neo 548,Audio,78904.12,1151,TechieStore,1.7,High quality
2990,Monitor Max 649,Networking,39184.89,748,TechWorld,3.0,Latest model
2991,Printer Mini 778,Accessories,58619.09,1056,PrimeSupplies,1.9,Compact and powerful
2992,Headphones Air 160,Storage,82296.53,1017,GadgetZone,1.8,Limited edition
2993,Smartwatch Pro 932,Audio,37552.52,200,PrimeSupplies,2.3,Latest model
2994,Mouse X 411,Accessories,97002.2,1352,SmartMart,3.0,Ergonomic design
2995,Laptop Mini 768,Audio,6956.48,810,ElectroHub,4.3,Latest model
2996,Tablet Pro 452,Accessories,67922.81,990,TechWorld,3.1,High quality
2997,Mouse S 307,Audio,37059.08,453,ElectroHub,2.8,High quality
2998,Laptop Pro 137,Storage,7852.7,491,TechieStore,2.1,Best seller
2999,Router Neo 816,Audio,54788.35,878,SmartMart,1.5,Value for money
3000,SSD Max 641,Accessories,74536.69,1899,GadgetZone,1.5,Limited edition
3001,Tablet Max 500,Audio,96337.07,1767,TechieStore,1.6,Value for money
3002,SSD X 843,Accessories,42836.34,1240,TechWorld,4.2,Compact and powerful
3003,Phone Prime 772,Computers,72712.62,510,TechWorld,3.9,Ergonomic design
3004,Camera Max 986,Storage,96482.91,1221,ElectroHub,2.2,Ergonomic design
3005,Phone Ultra 250,Electronics,48138.09,197,PrimeSupplies,1.6,Best seller
3006,Charger Neo 585,Networking,93594.85,1513,TechieStore,3.3,High quality
3007,Headphones X 247,Computers,69071.79,1473,TechieStore,1.3,Limited edition
3008,Phone Mini 183,Computers,19184.82,1357,TechWorld,2.1,High quality
3009,Camera Prime 706,Audio,98163.45,236,TechWorld,2.8,Best seller
3010,Mouse Pro 404,Computers,51492.82,807,SmartMart,1.7,High quality
3011,Tablet Air 690,Gadgets,55266.74,744,GadgetZone,3.3,Latest model
3012,Monitor Pro 353,Gadgets,15302.55,1427,TechWorld,4.9,Value for money
3013,Mouse Neo 163,Computers,62105.54,253,GadgetZone,1.8,Compact and powerful
3014,Monitor Pro 370,Computers,1060.89,925,TechWorld,3.4,Latest model
3015,Printer X 190,Storage,37346.67,352,TechWorld,2.1,Compact and powerful
3016,SSD Air 635,Storage,45996.87,1018,TechWorld,1.8,Best seller
3017,Printer Air 174,Storage,93930.19,56,ElectroHub,4.5,Ergonomic design
3018,Camera Air 262,Storage,88312.75,1223,TechWorld,3.6,Long battery life
3019,Charger Plus 232,Gadgets,16447.41,1648,TechWorld,3.3,Latest model
3020,Printer Ultra 488,Accessories,73107.84,1028,ElectroHub,3.8,Best seller
3021,SSD Neo 366,Accessories,71231.67,1932,GadgetZone,2.2,Value for money
3022,Laptop Mini 765,Accessories,97018.45,1699,SmartMart,1.4,Compact and powerful
3023,Keyboard Neo 819,Storage,32322.75,1116,GadgetZone,4.1,Value for money
3024,Monitor Mini 806,Networking,45251.42,520,TechieStore,1.4,Compact and powerful
3025,Smartwatch X 174,Gadgets,86313.34,952,PrimeSupplies,4.2,Compact and powerful
3026,Mouse Mini 937,Computers,30195.92,256,GadgetZone,2.9,High quality
3027,Router Plus 666,Gadgets,97638.39,899,SmartMart,1.7,High quality
3028,Camera Plus 306,Networking,28044.38,479,GadgetZone,2.1,Best seller
3029,Headphones X 307,Storage,6397.49,1290,PrimeSupplies,2.4,Ergonomic design
3030,Charger Neo 826,Networking,93404.83,986,SmartMart,2.0,Limited edition
3031,Monitor Pro 442,Electronics,58377.85,347,GadgetZone,4.6,Long battery life
3032,Printer Max 958,Audio,78405.41,1096,SmartMart,2.3,Latest model
3033,Laptop Ultra 384,Computers,46282.1,1745,TechieStore,3.4,Long battery life
3034,Camera Prime 388,Gadgets,31947.1,1759,SmartMart,1.3,Limited edition
3035,Router Mini 212,Gadgets,80491.74,1751,ElectroHub,4.3,Value for money
3036,Tablet Max 603,Audio,66581.49,345,GadgetZone,2.6,Limited edition
3037,Router Air 609,Audio,57131.38,1699,SmartMart,2.9,Long battery life
3038,Tablet Ultra 582,Gadgets,28887.26,1645,TechieStore,1.7,Compact and powerful
3039,Smartwatch Air 567,Networking,75636.58,792,TechWorld,4.3,Latest model
3040,Speaker Pro 982,Audio,41821.38,1899,ElectroHub,2.1,Limited edition
3041,Monitor Prime 340,Computers,66289.48,1555,GadgetZone,1.8,Long battery life
3042,Printer Air 420,Networking,70422.96,1707,TechieStore,3.4,Long battery life
3043,Camera S 118,Computers,5174.33,1924,ElectroHub,1.6,Latest model
3044,Headphones Pro 903,Gadgets,20340.88,578,GadgetZone,1.1,Compact and powerful
3045,Phone Prime 306,Gadgets,2204.04,1164,GadgetZone,2.6,Long battery life
3046,Laptop Neo 495,Computers,62553.95,1968,TechieStore,2.5,Value for money
3047,Smartwatch Neo 918,Computers,91904.01,1756,ElectroHub,2.2,High quality
3048,Tablet Air 838,Audio,70779.8,1763,PrimeSupplies,3.7,Value for money
3049,SSD S 912,Audio,44677.87,119,GadgetZone,3.9,Latest model
3050,Charger Max 319,Computers,2142.89,852,ElectroHub,4.3,Latest model
3051,SSD X 362,Storage,61466.49,1530,ElectroHub,4.3,Best seller
3052,SSD Ultra 405,Networking,32380.12,598,GadgetZone,2.2,Value for money
3053,Tablet Air 783,Networking,73849.18,661,TechieStore,4.8,Compact and powerful
3054,Headphones X 660,Accessories,96644.76,1797,TechWorld,1.9,Latest model
3055,SSD S 909,Audio,17955.64,1331,TechWorld,1.9,High quality
3056,Monitor Prime 668,Gadgets,8638.0,304,SmartMart,3.7,Limited edition
3057,SSD Max 115,Audio,1804.68,1805,GadgetZone,3.3,Ergonomic design
3058,Charger S 243,Networking,63768.9,1219,ElectroHub,3.3,Ergonomic design
3059,Laptop Pro 156,Audio,87228.12,1886,PrimeSupplies,4.8,High quality
3060,Speaker X 319,Computers,48532.46,703,TechieStore,2.3,Latest model
3061,Smartwatch Ultra 812,Audio,75836.87,774,SmartMart,3.9,Latest model
3062,Keyboard Prime 150,Gadgets,16521.98,179,TechieStore,3.2,High quality
3063,Keyboard S 349,Gadgets,51672.18,498,GadgetZone,1.8,Long battery life
3064,Mouse Neo 666,Audio,64347.23,840,ElectroHub,2.8,Value for money
3065,Printer Neo 542,Accessories,70264.86,903,ElectroHub,3.7,Limited edition
3066,Headphones Pro 100,Audio,2548.09,1142,ElectroHub,3.9,Value for money
3067,Camera X 767,Gadgets,1444.79,877,GadgetZone,3.2,High quality
3068,Laptop Ultra 702,Audio,67136.78,818,PrimeSupplies,1.2,Value for money
3069,Camera S 740,Computers,18411.37,944,ElectroHub,1.9,Latest model
3070,Speaker Ultra 699,Audio,55257.04,655,TechWorld,4.1,Best seller
3071,Smartwatch X 880,Storage,77087.9,1678,TechWorld,1.9,Value for money
3072,Camera Air 561,Gadgets,51596.22,562,SmartMart,3.5,Ergonomic design
3073,Router Pro 605,Accessories,83227.72,1215,TechieStore,1.6,Limited edition
3074,Tablet S 924,Audio,94129.38,1456,GadgetZone,4.4,Best seller
3075,Headphones S 983,Networking,46549.84,333,GadgetZone,4.4,High quality
3076,Tablet Ultra 220,Electronics,31486.62,337,TechWorld,4.2,Value for money
3077,Smartwatch Pro 308,Storage,80228.33,360,TechWorld,4.5,High quality
3078,Speaker Air 689,Networking,74990.86,1095,TechieStore,1.8,High quality
3079,Camera Pro 504,Electronics,71413.42,114,SmartMart,1.8,High quality
3080,Keyboard X 422,Computers,9381.48,1341,TechieStore,2.9,Ergonomic design
3081,Mouse Prime 372,Storage,66842.56,730,SmartMart,1.8,Latest model
3082,Headphones S 356,Networking,63058.25,165,GadgetZone,4.8,Compact and powerful
3083,Mouse S 382,Accessories,79116.57,1808,PrimeSupplies,4.8,Latest model
3084,Printer Plus 284,Accessories,12464.85,159,TechieStore,2.3,Best seller
3085,Mouse Prime 223,Audio,9972.29,685,GadgetZone,3.3,High quality
3086,Tablet Mini 835,Audio,55779.83,374,GadgetZone,3.4,Limited edition
3087,Charger Max 619,Electronics,62055.42,821,TechWorld,4.0,Compact and powerful
3088,Mouse Max 980,Computers,66583.44,879,TechieStore,2.2,Value for money
3089,Camera Prime 385,Electronics,65743.37,358,SmartMart,3.9,Compact and powerful
3090,Mouse S 675,Storage,64231.26,1589,PrimeSupplies,2.4,Compact and powerful
3091,Router X 637,Electronics,7775.22,803,SmartMart,4.5,Best seller
3092,Smartwatch S 697,Storage,87112.21,769,PrimeSupplies,2.2,Latest model
3093,Monitor Air 432,Storage,51987.58,250,TechWorld,2.7,Long battery life
3094,Monitor Max 865,Electronics,26724.71,1200,TechWorld,3.2,Ergonomic design
3095,Phone Max 311,Computers,77446.13,1673,ElectroHub,3.7,Value for money
3096,Headphones Prime 988,Electronics,21202.35,1931,PrimeSupplies,1.3,Value for money
3097,Charger Prime 433,Accessories,58623.42,574,GadgetZone,2.7,Limited edition
3098,Speaker Air 957,Gadgets,14014.15,1681,ElectroHub,3.2,Best seller
3099,Mouse Mini 957,Gadgets,12386.17,1010,SmartMart,2.2,Limited edition
3100,Laptop Neo 932,Networking,47090.86,97,GadgetZone,1.5,Ergonomic design
3101,Smartwatch Neo 747,Networking,80178.63,1984,PrimeSupplies,2.6,Compact and powerful
3102,Laptop Air 382,Accessories,55507.56,76,TechieStore,3.6,Compact and powerful
3103,Monitor Neo 915,Storage,96450.51,385,TechWorld,3.6,Compact and powerful
3104,Camera Ultra 859,Networking,45755.71,506,ElectroHub,3.9,Ergonomic design
3105,Monitor Ultra 717,Storage,76635.44,1842,TechieStore,2.8,High quality
3106,Laptop Mini 175,Audio,45751.08,1990,ElectroHub,4.3,Long battery life
3107,Monitor Prime 487,Computers,70798.1,923,SmartMart,4.8,High quality
3108,Headphones Neo 683,Storage,94247.24,331,SmartMart,3.2,Compact and powerful
3109,Charger Mini 394,Electronics,87169.23,1304,GadgetZone,3.0,High quality
3110,Monitor Pro 440,Gadgets,18853.08,81,SmartMart,2.0,Value for money
3111,Laptop Prime 527,Storage,89500.98,246,GadgetZone,2.5,Latest model
3112,Mouse Prime 533,Networking,85059.97,419,ElectroHub,2.2,Limited edition
3113,Headphones S 467,Accessories,7811.81,1772,TechWorld,4.4,High quality
3114,Headphones Max 777,Computers,10531.77,1486,GadgetZone,2.8,Compact and powerful
3115,Speaker S 458,Accessories,18419.95,1109,SmartMart,3.8,Best seller
3116,Speaker Pro 328,Audio,771.73,1541,ElectroHub,2.4,Value for money
3117,Tablet Ultra 493,Audio,62082.62,1508,PrimeSupplies,2.1,Latest model
3118,Mouse X 258,Networking,56567.26,890,ElectroHub,1.8,High quality
3119,Printer Pro 237,Gadgets,7863.37,368,TechWorld,2.7,Latest model
3120,Charger Pro 397,Accessories,34898.39,1877,SmartMart,1.8,Ergonomic design
3121,Router Prime 353,Storage,39139.18,53,ElectroHub,4.2,Long battery life
3122,Smartwatch Pro 149,Accessories,44215.78,846,PrimeSupplies,3.1,Long battery life
3123,Camera Plus 731,Gadgets,59221.58,869,TechieStore,4.8,Value for money
3124,Charger Mini 813,Audio,66626.82,205,TechWorld,1.2,Ergonomic design
3125,Headphones Pro 858,Gadgets,35153.15,1570,TechieStore,2.6,Value for money
3126,Smartwatch Air 665,Electronics,11268.31,528,ElectroHub,2.5,Best seller
3127,Laptop Mini 201,Computers,80850.1,1234,GadgetZone,2.2,Best seller
3128,Laptop Mini 415,Accessories,47070.41,402,PrimeSupplies,2.0,Compact and powerful
3129,Charger Neo 293,Accessories,98032.21,287,TechieStore,4.6,Limited edition
3130,Tablet X 104,Gadgets,23676.52,475,ElectroHub,1.9,Compact and powerful
3131,Camera Max 612,Gadgets,31348.52,809,TechWorld,2.2,Value for money
3132,Headphones S 236,Electronics,19878.37,44,ElectroHub,2.2,Compact and powerful
3133,Mouse Plus 162,Audio,96077.86,1964,ElectroHub,3.0,Latest model
3134,Phone Pro 437,Electronics,62792.74,645,TechieStore,3.1,Latest model
3135,Laptop Mini 634,Computers,85934.24,1324,ElectroHub,3.9,High quality
3136,Headphones Pro 474,Audio,2355.23,1124,PrimeSupplies,2.0,Limited edition
